JnlTitle,Publisher,PubCountry,Fee,WaiverPolicy,Identifiers,FirstYear,Language,ReviewProcess,Plagiarism,Sub2Pub,JnlLicense,AuthorCopyright,DOAJ_Seal
Inflammation and Cell Signaling,Smart Science & Technology LLC,United States,Yes,NA,DOI,2014,English,Peer review,Yes,6,CC BY,TRUE,Yes
Cogent Mathematics,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Cogent Environmental Science,Cogent OA,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Cogent Education,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Cogent Social Sciences,Cogent OA,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Cogent Psychology,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Cogent Engineering,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Cogent Food & Agriculture,Cogent OA,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Cogent Physics,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Cogent Business & Management,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Cogent Arts & Humanities,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Cogent Chemistry,Cogent OA,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Cogent Biology,Cogent OA,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Cogent Geoscience,Cogent OA,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Cogent Medicine,Cogent OA,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Reconstructive Review,Joint Implant Surgery & Research Foundation,United States,No,NA,DOI,2014,English,Double blind peer review,Yes,24,CC BY-NC,TRUE,Yes
Cogent Economics & Finance,Cogent OA,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Acta Gymnica,Palacký University Olomouc,Czech Republic,No,NA,DOI,2014,English,Double blind peer review,NA,12,CC BY,TRUE,Yes
International Journal of Physiotherapy,IJPHY,India,Yes,NA,DOI,2014,English,Peer review,Yes,7,CC BY-NC,TRUE,Yes
The Scientific World Journal,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2001,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Advances in Agriculture,Hindawi Limited,United Kingdom,Yes,NA,DOI,2014,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Advances in Chemistry,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Advances in Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,22,CC BY,TRUE,Yes
Advances in Public Health,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
International Journal of Chronic Diseases,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,7,CC BY,TRUE,Yes
International Journal of Engineering Mathematics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
International Journal of Food Science,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Journal of Energy,Hindawi Limited,United Kingdom,Yes,NA,DOI,2013,English,Blind peer review,Yes,28,CC BY,TRUE,Yes
Journal of Optimization,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,28,CC BY,TRUE,Yes
Journal of Solar Energy ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Sports Medicine,Hindawi Limited,United Kingdom,Yes,NA,DOI,2013,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Journal of Veterinary Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Surgery Research and Practice,Hindawi Limited,United Kingdom,Yes,NA,"DOI, Article ID/Number",2014,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Primate Biology,Copernicus Publications,Germany,Yes,Yes,DOI,2014,English,Peer review,Yes,13,CC BY,TRUE,Yes
Asian-Pacific Journal of Second and Foreign Language Education,Springer,United Kingdom,No,NA,DOI,2016,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
International Journal of Quality Innovation,Springer,United Kingdom,Yes,Yes,DOI,2015,English,Double blind peer review,Yes,4,CC BY,TRUE,Yes
"Open Geospatial Data, Software and Standards",Springer,United Kingdom,Yes,Yes,DOI,2016,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Journal of Numerical Cognition,PsychOpen,Germany,No,NA,DOI,2015,English,Double blind peer review,Yes,40,CC BY,TRUE,Yes
Zeitschrift für Weiterbildungsforschung - Report,Springer,Germany,No,NA,DOI,2015,"English, German",Double blind peer review,Yes,9,CC BY,TRUE,Yes
Asia-Pacific Science Education ,Springer,United Kingdom,Yes,Yes,DOI,2015,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
Data Science and Engineering ,Springer,Germany,No,NA,DOI,2016,English,Double blind peer review,Yes,12,CC BY,TRUE,Yes
Journal of International Humanitarian Action,Springer,United Kingdom,No,NA,DOI,2016,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
"Advances in Statistical Climatology, Meteorology and Oceanography",Copernicus Publications,Germany,No,Yes,DOI,2015,English,Blind peer review,Yes,26,CC BY,TRUE,Yes
Journal of Shipping and Trade,Springer,United Kingdom,Yes,Yes,DOI,2016,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Video Journal of Education and Pedagogy,Springer,United Kingdom,No,NA,DOI,2016,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
Scientific Phone Apps and Mobile Devices,Springer,United Kingdom,Yes,Yes,DOI,2016,English,Double blind peer review,Yes,15,CC BY,TRUE,Yes
Coaching | Theorie & Praxis,Springer,Germany,No,NA,DOI,2015,German,Double blind peer review,Yes,26,CC BY,TRUE,Yes
Applied Network Science,Springer,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
EJNMMI Radiopharmacy and Chemistry,Springer,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
3D Printing in Medicine,Springer,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
Asian Journal of Sustainability and Social Responsibility,Springer,United Kingdom,No,NA,DOI,2016,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Cognitive Research,Springer,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,25,CC BY,TRUE,Yes
International Journal of Educational Technology in Higher Education,Springer,United Kingdom,No,NA,DOI,2016,English,Double blind peer review,Yes,6,CC BY,TRUE,Yes
International Journal of Corporate Social Responsibility,Springer,Switzerland,Yes,Yes,DOI,2016,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
GMS Journal for Medical Education,German Medical Science GMS Publishing House,Germany,Yes,NA,"DOI, URN",2005,"English, German",Blind peer review,NA,25,CC BY,TRUE,Yes
Wind Energy Science,Copernicus Publications,Germany,Yes,Yes,DOI,2016,English,Open peer review,Yes,28,CC BY,TRUE,Yes
"Probability, Uncertainty and Quantitative Risk",Springer,United Kingdom,No,NA,DOI,2016,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Protection and Control of Modern Power Systems,Springer,United Kingdom,No,NA,DOI,2016,English,Double blind peer review,Yes,4,CC BY,TRUE,Yes
One Ecosystem,Pensoft Publishers,Bulgaria,Yes,Yes,DOI,2016,English,Blind peer review,NA,12,CC BY,TRUE,Yes
Anthropology & Aging,"University Library System, University of Pittsburgh",United States,Yes,NA,DOI,2015,English,Double blind peer review,NA,15,CC BY,TRUE,Yes
Neurotransmitter,Smart Science & Technology LLC,United States,Yes,NA,DOI,2014,English,Peer review,Yes,6,CC BY,TRUE,Yes
RNA & DISEASE,Smart Science & Technology LLC,United States,Yes,NA,DOI,2014,English,Peer review,Yes,6,CC BY,TRUE,Yes
PeerJ Computer Science,PeerJ Inc.,United States,Yes,Yes,DOI,2015,English,Peer review,Yes,10,CC BY,TRUE,Yes
Collabra,University of California Press,United States,Yes,Yes,DOI,2015,English,Peer review,Yes,18,CC BY,TRUE,Yes
Journal of Montessori Research,University of Kansas,United States,No,NA,DOI,2016,English,Double blind peer review,Yes,21,CC BY-NC,TRUE,Yes
mSphere,American Society for Microbiology,United States,Yes,Yes,DOI,2016,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Ledger,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2016,English,Open peer review,NA,40,CC BY,TRUE,Yes
Nordisk Tidsskrift for Pedagogikk og Kritikk,Cappelen Damm Akademisk NOASP,Norway,No,Yes,DOI,2015,"Bokmål, Norwegian; Norwegian Bokmål, Danish, English, Norwegian Nynorsk; Nynorsk, Norwegian",Double blind peer review,Yes,14,CC BY,TRUE,Yes
Translational Medicine Communications,BioMed Central,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
npj Science of Food,Nature Publishing Group,United Kingdom,Yes,Yes,DOI,2017,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Veterinary Evidence,RCVS Knowledge,United Kingdom,No,NA,DOI,2016,English,Open peer review,NA,13,CC BY,TRUE,Yes
Global Health Research and Policy,BioMed Central,United Kingdom,No,NA,DOI,2016,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Scoliosis and Spinal Disorders,BioMed Central,United Kingdom,Yes,Yes,DOI,2016,English,Open peer review,Yes,14,CC BY,TRUE,Yes
Glossa,Ubiquity Press,United Kingdom,Yes,Yes,DOI,2016,English,Double blind peer review,Yes,15,CC BY,TRUE,Yes
npj Materials Degradation,Nature Publishing Group,United Kingdom,Yes,Yes,DOI,2017,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
npj Flexible Electronics,Nature Publishing Group,United Kingdom,Yes,Yes,DOI,2017,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Journal of Portuguese Linguistics,Ubiquity Press,United Kingdom,Yes,Yes,DOI,2002,English,Double blind peer review,Yes,26,CC BY,TRUE,Yes
Diagnostic and Prognostic Research,BioMed Central,United Kingdom,Yes,Yes,DOI,2017,English,Open peer review,Yes,18,CC BY,TRUE,Yes
International Review of Social Psychology,Ubiquity Press,United Kingdom,No,NA,DOI,2016,"English, French",Double blind peer review,Yes,16,CC BY,TRUE,Yes
Sleep Science and Practice,BioMed Central,United Kingdom,Yes,Yes,DOI,2017,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Wellcome Open Research,Wellcome,United Kingdom,Yes,NA,DOI,2016,English,Open peer review,Yes,1,CC BY,TRUE,Yes
Journal of Applied Bioanalysis,Betasciencepress Publishers,Netherlands,Yes,Yes,DOI,2015,English,Double blind peer review,Yes,6,CC BY,TRUE,Yes
ARO. The Scientific Journal of Koya University,Koya University,Iraq,No,NA,DOI,2013,English,Double blind peer review,Yes,16,CC BY-NC-SA,TRUE,Yes
Vision,MDPI AG,Switzerland,No,NA,DOI,2017,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Acta Commercii,AOSIS,South Africa,Yes,Yes,DOI,2001,English,Double blind peer review,Yes,30,CC BY,TRUE,Yes
African Vision and Eye Health,AOSIS,South Africa,Yes,Yes,DOI,2005,English,Double blind peer review,Yes,30,CC BY,TRUE,Yes
IUCrData,International Union of Crystallography,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
Multimodal Technologies and Interaction,MDPI AG,Switzerland,No,NA,DOI,2017,English,Blind peer review,Yes,4,CC BY,TRUE,Yes
Tropical Medicine and Infectious Disease,MDPI AG,Switzerland,No,NA,DOI,2016,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Labour & Law Issues,University of Bologna,Italy,No,NA,DOI,2015,"English, Italian",Double blind peer review,NA,20,CC BY,TRUE,Yes
Medea,Università degli Studi di Cagliari,Italy,No,NA,DOI,2015,"English, French, German, Italian, Spanish; Castilian",Double blind peer review,NA,20,CC BY,TRUE,Yes
Tobacco Prevention and Cessation,EU European Publishing,Greece,No,NA,DOI,2015,English,Double blind peer review,Yes,4,CC BY-NC,TRUE,Yes
Geriatric Care,PAGEPress Publications,Italy,No,Yes,DOI,2015,English,Blind peer review,Yes,10,CC BY-NC,TRUE,Yes
Hungarian Cultural Studies,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2008,"English, Hungarian",Double blind peer review,NA,6,CC BY,TRUE,Yes
Collabra: Psychology,University of California Press,United States,Yes,Yes,DOI,2017,English,Peer review,Yes,16,CC BY,TRUE,Yes
Frontiers in Education,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2016,English,Blind peer review,NA,14,CC BY,TRUE,Yes
Journal of Patient-Reported Outcomes,Springer,United Kingdom,Yes,Yes,DOI,2017,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
European Radiology Experimental,Springer,United Kingdom,Yes,Yes,DOI,2017,English,Double blind peer review,Yes,18,CC BY,TRUE,Yes
Journal for Labour Market Research,Springer,United Kingdom,No,NA,DOI,2016,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
EURASIP Journal on Information Security,Springer,United Kingdom,Yes,Yes,DOI,2007,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of the Belgian Society of Radiology,Ubiquity Press,United Kingdom,Yes,Yes,DOI,2010,English,Double blind peer review,Yes,15,CC BY,TRUE,Yes
BMC Rheumatology,BioMed Central,United Kingdom,Yes,Yes,DOI,2017,English,Open peer review,Yes,15,CC BY,TRUE,Yes
IZA Journal of Development and Migration,Springer,United Kingdom,Yes,Yes,DOI,2017,English,Blind peer review,Yes,10,CC BY,TRUE,Yes
Italian Botanist,Pensoft Publishers,Bulgaria,Yes,Yes,DOI,2016,English,Peer review,NA,12,CC BY,TRUE,Yes
América Crítica,Università degli Studi di Cagliari,Italy,No,NA,DOI,2017,"English, French, Italian, Portuguese, Spanish; Castilian",Double blind peer review,Yes,12,CC BY,TRUE,Yes
SciPost Physics,SciPost,Netherlands,No,NA,DOI,2016,English,Open peer review,Yes,10,CC BY,TRUE,Yes
